id_sensor;day_time;parameter_name;value;anomaly
S0009;2026-01-02 02:39:00;humidity;67.667;False
S0004;2026-01-02 02:39:00;CO2_level;1049;False
S0007;2026-01-02 02:39:00;temperature;22.387;False
S0005;2026-01-02 02:39:00;ventilation;0.747;False
S0010;2026-01-02 02:39:00;CO2_level;745;False
S0011;2026-01-02 02:39:00;ventilation;0.629;False
S0003;2026-01-02 02:39:00;humidity;67.271;False
S0004;2026-01-02 02:39:15;CO2_level;1029;False
S0010;2026-01-02 02:39:15;CO2_level;729;False
S0005;2026-01-02 02:39:15;ventilation;0.8;False
S0001;2026-01-02 02:39:15;temperature;18.114;False
S0007;2026-01-02 02:39:15;temperature;18.779;False
S0011;2026-01-02 02:39:15;ventilation;0.886;False
S0007;2026-01-02 02:39:30;temperature;19.394;False
S0009;2026-01-02 02:39:30;humidity;13.516;True
S0010;2026-01-02 02:39:30;CO2_level;770;False
S0011;2026-01-02 02:39:30;ventilation;0.586;False
S0001;2026-01-02 02:39:30;temperature;17.185;False
S0005;2026-01-02 02:39:30;ventilation;null;True
S0003;2026-01-02 02:39:30;humidity;76.132;True
S0004;2026-01-02 02:39:30;CO2_level;643;False
S0010;2026-01-02 02:39:45;CO2_level;null;True
S0005;2026-01-02 02:39:45;ventilation;0.683;False
S0004;2026-01-02 02:39:45;CO2_level;953;False
S0001;2026-01-02 02:39:45;temperature;15.45;False
S0007;2026-01-02 02:39:45;temperature;16.809;False
S0011;2026-01-02 02:39:45;ventilation;0.629;False
S0011;2026-01-02 02:40:00;ventilation;0.638;False
S0003;2026-01-02 02:40:00;humidity;61.982;False
S0010;2026-01-02 02:40:00;CO2_level;984;False
S0009;2026-01-02 02:40:00;humidity;63.998;False
S0001;2026-01-02 02:40:00;temperature;20.291;False
S0004;2026-01-02 02:40:00;CO2_level;743;False
S0007;2026-01-02 02:40:00;temperature;16.744;False
S0005;2026-01-02 02:40:00;ventilation;0.771;False
S0004;2026-01-02 02:40:15;CO2_level;668;False
S0007;2026-01-02 02:40:15;temperature;23.678;False
S0005;2026-01-02 02:40:15;ventilation;0.522;False
S0001;2026-01-02 02:40:15;temperature;23.832;False
S0011;2026-01-02 02:40:15;ventilation;0.585;False
S0010;2026-01-02 02:40:15;CO2_level;748;False
S0009;2026-01-02 02:40:30;humidity;65.681;False
S0011;2026-01-02 02:40:30;ventilation;0.933;False
S0010;2026-01-02 02:40:30;CO2_level;602;False
S0001;2026-01-02 02:40:30;temperature;17.583;False
S0003;2026-01-02 02:40:30;humidity;60.87;False
S0004;2026-01-02 02:40:30;CO2_level;796;False
S0007;2026-01-02 02:40:30;temperature;17.09;False
S0005;2026-01-02 02:40:30;ventilation;0.639;False
S0005;2026-01-02 02:40:45;ventilation;0.956;False
S0001;2026-01-02 02:40:45;temperature;18.016;False
S0010;2026-01-02 02:40:45;CO2_level;1099;False
S0011;2026-01-02 02:40:45;ventilation;0.586;False
S0007;2026-01-02 02:40:45;temperature;18.904;False
S0004;2026-01-02 02:40:45;CO2_level;1028;False
S0004;2026-01-02 02:41:00;CO2_level;991;False
S0005;2026-01-02 02:41:00;ventilation;0.752;False
S0001;2026-01-02 02:41:00;temperature;23.229;False
S0009;2026-01-02 02:41:00;humidity;69.632;False
S0010;2026-01-02 02:41:00;CO2_level;636;False
S0011;2026-01-02 02:41:00;ventilation;0.738;False
S0003;2026-01-02 02:41:00;humidity;69.783;False
S0007;2026-01-02 02:41:00;temperature;24.606;False
S0001;2026-01-02 02:41:15;temperature;26.88;False
S0007;2026-01-02 02:41:15;temperature;15.559;False
S0010;2026-01-02 02:41:15;CO2_level;920;False
S0011;2026-01-02 02:41:15;ventilation;0.768;False
S0005;2026-01-02 02:41:15;ventilation;0.59;False
S0004;2026-01-02 02:41:15;CO2_level;856;False
S0001;2026-01-02 02:41:30;temperature;18.783;False
S0003;2026-01-02 02:41:30;humidity;67.967;False
S0004;2026-01-02 02:41:30;CO2_level;869;False
S0010;2026-01-02 02:41:30;CO2_level;959;False
S0005;2026-01-02 02:41:30;ventilation;0.552;False
S0009;2026-01-02 02:41:30;humidity;60.969;False
S0011;2026-01-02 02:41:30;ventilation;0.945;False
S0007;2026-01-02 02:41:30;temperature;null;True
S0011;2026-01-02 02:41:45;ventilation;0.785;False
S0001;2026-01-02 02:41:45;temperature;26.595;False
S0007;2026-01-02 02:41:45;temperature;18.333;False
S0010;2026-01-02 02:41:45;CO2_level;1151;False
S0005;2026-01-02 02:41:45;ventilation;0.716;False
S0004;2026-01-02 02:41:45;CO2_level;988;False
S0001;2026-01-02 02:42:00;temperature;19.985;False
S0009;2026-01-02 02:42:00;humidity;65.808;False
S0010;2026-01-02 02:42:00;CO2_level;789;False
S0005;2026-01-02 02:42:00;ventilation;0.501;False
S0011;2026-01-02 02:42:00;ventilation;0.597;False
S0007;2026-01-02 02:42:00;temperature;25.542;False
S0004;2026-01-02 02:42:00;CO2_level;665;False
S0003;2026-01-02 02:42:00;humidity;62.037;False
S0005;2026-01-02 02:42:15;ventilation;0.549;False
S0011;2026-01-02 02:42:15;ventilation;0.626;False
S0010;2026-01-02 02:42:15;CO2_level;930;False
S0004;2026-01-02 02:42:15;CO2_level;711;False
S0001;2026-01-02 02:42:15;temperature;15.378;False
S0007;2026-01-02 02:42:15;temperature;22.323;False
S0007;2026-01-02 02:42:30;temperature;23.224;False
S0011;2026-01-02 02:42:30;ventilation;0.721;False
S0003;2026-01-02 02:42:30;humidity;61.012;False
S0001;2026-01-02 02:42:30;temperature;20.887;False
S0005;2026-01-02 02:42:30;ventilation;null;True
S0004;2026-01-02 02:42:30;CO2_level;null;True
S0010;2026-01-02 02:42:30;CO2_level;870;False
S0009;2026-01-02 02:42:30;humidity;63.801;False
S0007;2026-01-02 02:42:45;temperature;16.289;False
S0001;2026-01-02 02:42:45;temperature;16.861;False
S0005;2026-01-02 02:42:45;ventilation;0.842;False
S0004;2026-01-02 02:42:45;CO2_level;608;False
S0011;2026-01-02 02:42:45;ventilation;0.947;False
S0010;2026-01-02 02:42:45;CO2_level;1027;False
S0009;2026-01-02 02:43:00;humidity;62.393;False
S0001;2026-01-02 02:43:00;temperature;17.244;False
S0011;2026-01-02 02:43:00;ventilation;null;True
S0007;2026-01-02 02:43:00;temperature;25.142;False
S0003;2026-01-02 02:43:00;humidity;68.797;False
S0004;2026-01-02 02:43:00;CO2_level;607;False
S0005;2026-01-02 02:43:00;ventilation;0.913;False
S0010;2026-01-02 02:43:00;CO2_level;1066;False
S0004;2026-01-02 02:43:15;CO2_level;758;False
S0005;2026-01-02 02:43:15;ventilation;0.556;False
S0011;2026-01-02 02:43:15;ventilation;0.783;False
S0007;2026-01-02 02:43:15;temperature;23.666;False
S0001;2026-01-02 02:43:15;temperature;16.077;False
S0010;2026-01-02 02:43:15;CO2_level;886;False
S0004;2026-01-02 02:43:30;CO2_level;609;False
S0005;2026-01-02 02:43:30;ventilation;0.982;False
S0009;2026-01-02 02:43:30;humidity;68.645;False
S0003;2026-01-02 02:43:30;humidity;61.15;False
S0007;2026-01-02 02:43:30;temperature;25.872;False
S0010;2026-01-02 02:43:30;CO2_level;1093;False
S0001;2026-01-02 02:43:30;temperature;19.283;False
S0011;2026-01-02 02:43:30;ventilation;0.611;False
S0005;2026-01-02 02:43:45;ventilation;0.79;False
S0001;2026-01-02 02:43:45;temperature;22.831;False
S0011;2026-01-02 02:43:45;ventilation;0.876;False
S0010;2026-01-02 02:43:45;CO2_level;1132;False
S0007;2026-01-02 02:43:45;temperature;24.263;False
S0004;2026-01-02 02:43:45;CO2_level;684;False
S0004;2026-01-02 02:44:00;CO2_level;927;False
S0011;2026-01-02 02:44:00;ventilation;0.872;False
S0009;2026-01-02 02:44:00;humidity;66.299;False
S0005;2026-01-02 02:44:00;ventilation;0.638;False
S0001;2026-01-02 02:44:00;temperature;18.503;False
S0003;2026-01-02 02:44:00;humidity;63.353;False
S0007;2026-01-02 02:44:00;temperature;24.398;False
S0010;2026-01-02 02:44:00;CO2_level;1020;False
S0007;2026-01-02 02:44:15;temperature;17.765;False
S0004;2026-01-02 02:44:15;CO2_level;1121;False
S0010;2026-01-02 02:44:15;CO2_level;1071;False
S0011;2026-01-02 02:44:15;ventilation;0.617;False
S0005;2026-01-02 02:44:15;ventilation;0.515;False
S0001;2026-01-02 02:44:15;temperature;26.301;False
S0004;2026-01-02 02:44:30;CO2_level;1097;False
S0010;2026-01-02 02:44:30;CO2_level;810;False
S0011;2026-01-02 02:44:30;ventilation;0.79;False
S0009;2026-01-02 02:44:30;humidity;65.057;False
S0005;2026-01-02 02:44:30;ventilation;0.306;True
S0007;2026-01-02 02:44:30;temperature;22.668;False
S0003;2026-01-02 02:44:30;humidity;64.727;False
S0001;2026-01-02 02:44:30;temperature;19.753;False
S0001;2026-01-02 02:44:45;temperature;23.848;False
S0011;2026-01-02 02:44:45;ventilation;0.766;False
S0005;2026-01-02 02:44:45;ventilation;null;True
S0007;2026-01-02 02:44:45;temperature;20.278;False
S0010;2026-01-02 02:44:45;CO2_level;862;False
S0004;2026-01-02 02:44:45;CO2_level;1122;False
S0003;2026-01-02 02:45:00;humidity;65.854;False
S0010;2026-01-02 02:45:00;CO2_level;1156;False
S0011;2026-01-02 02:45:00;ventilation;1.29;True
S0007;2026-01-02 02:45:00;temperature;21.938;False
S0005;2026-01-02 02:45:00;ventilation;0.823;False
S0009;2026-01-02 02:45:00;humidity;78.719;True
S0001;2026-01-02 02:45:00;temperature;23.018;False
S0004;2026-01-02 02:45:00;CO2_level;1120;False
S0010;2026-01-02 02:45:15;CO2_level;1179;False
S0005;2026-01-02 02:45:15;ventilation;0.978;False
S0004;2026-01-02 02:45:15;CO2_level;708;False
S0011;2026-01-02 02:45:15;ventilation;0.552;False
S0001;2026-01-02 02:45:15;temperature;17.751;False
S0007;2026-01-02 02:45:15;temperature;15.104;False
S0010;2026-01-02 02:45:30;CO2_level;1196;False
S0004;2026-01-02 02:45:30;CO2_level;1072;False
S0005;2026-01-02 02:45:30;ventilation;0.809;False
S0011;2026-01-02 02:45:30;ventilation;0.703;False
S0001;2026-01-02 02:45:30;temperature;22.791;False
S0009;2026-01-02 02:45:30;humidity;65.381;False
S0003;2026-01-02 02:45:30;humidity;64.176;False
S0007;2026-01-02 02:45:30;temperature;20.067;False
S0001;2026-01-02 02:45:45;temperature;19.417;False
S0005;2026-01-02 02:45:45;ventilation;0.951;False
S0010;2026-01-02 02:45:45;CO2_level;749;False
S0011;2026-01-02 02:45:45;ventilation;0.597;False
S0004;2026-01-02 02:45:45;CO2_level;1081;False
S0007;2026-01-02 02:45:45;temperature;20.516;False
S0009;2026-01-02 02:46:00;humidity;64.332;False
S0010;2026-01-02 02:46:00;CO2_level;1292;True
S0004;2026-01-02 02:46:00;CO2_level;674;False
S0011;2026-01-02 02:46:00;ventilation;1.72;True
S0003;2026-01-02 02:46:00;humidity;68.015;False
S0005;2026-01-02 02:46:00;ventilation;0.753;False
S0007;2026-01-02 02:46:00;temperature;26.693;False
S0001;2026-01-02 02:46:00;temperature;20.817;False
S0010;2026-01-02 02:46:15;CO2_level;609;False
S0011;2026-01-02 02:46:15;ventilation;0.575;False
S0001;2026-01-02 02:46:15;temperature;23.728;False
S0007;2026-01-02 02:46:15;temperature;null;True
S0004;2026-01-02 02:46:15;CO2_level;707;False
S0005;2026-01-02 02:46:15;ventilation;0.941;False
S0007;2026-01-02 02:46:30;temperature;15.638;False
S0009;2026-01-02 02:46:30;humidity;60.599;False
S0010;2026-01-02 02:46:30;CO2_level;781;False
S0005;2026-01-02 02:46:30;ventilation;0.979;False
S0001;2026-01-02 02:46:30;temperature;26.87;False
S0003;2026-01-02 02:46:30;humidity;68.252;False
S0004;2026-01-02 02:46:30;CO2_level;933;False
S0011;2026-01-02 02:46:30;ventilation;0.805;False
S0001;2026-01-02 02:46:45;temperature;15.725;False
S0007;2026-01-02 02:46:45;temperature;18.079;False
S0010;2026-01-02 02:46:45;CO2_level;661;False
S0005;2026-01-02 02:46:45;ventilation;0.601;False
S0004;2026-01-02 02:46:45;CO2_level;1008;False
S0011;2026-01-02 02:46:45;ventilation;0.6;False
S0011;2026-01-02 02:47:00;ventilation;0.873;False
S0003;2026-01-02 02:47:00;humidity;62.447;False
S0010;2026-01-02 02:47:00;CO2_level;1061;False
S0005;2026-01-02 02:47:00;ventilation;0.973;False
S0001;2026-01-02 02:47:00;temperature;25.396;False
S0004;2026-01-02 02:47:00;CO2_level;778;False
S0009;2026-01-02 02:47:00;humidity;64.971;False
S0007;2026-01-02 02:47:00;temperature;19.721;False
S0001;2026-01-02 02:47:15;temperature;25.581;False
S0004;2026-01-02 02:47:15;CO2_level;676;False
S0010;2026-01-02 02:47:15;CO2_level;968;False
S0011;2026-01-02 02:47:15;ventilation;0.642;False
S0007;2026-01-02 02:47:15;temperature;21.54;False
S0005;2026-01-02 02:47:15;ventilation;0.905;False
S0004;2026-01-02 02:47:30;CO2_level;995;False
S0009;2026-01-02 02:47:30;humidity;66.655;False
S0005;2026-01-02 02:47:30;ventilation;0.857;False
S0011;2026-01-02 02:47:30;ventilation;0.928;False
S0007;2026-01-02 02:47:30;temperature;16.535;False
S0003;2026-01-02 02:47:30;humidity;63.927;False
S0001;2026-01-02 02:47:30;temperature;17.163;False
S0010;2026-01-02 02:47:30;CO2_level;1212;True
S0011;2026-01-02 02:47:45;ventilation;0.545;False
S0007;2026-01-02 02:47:45;temperature;15.263;False
S0004;2026-01-02 02:47:45;CO2_level;877;False
S0001;2026-01-02 02:47:45;temperature;15.108;False
S0010;2026-01-02 02:47:45;CO2_level;959;False
S0005;2026-01-02 02:47:45;ventilation;0.917;False
S0005;2026-01-02 02:48:00;ventilation;0.556;False
S0011;2026-01-02 02:48:00;ventilation;0.532;False
S0004;2026-01-02 02:48:00;CO2_level;721;False
S0001;2026-01-02 02:48:00;temperature;23.109;False
S0007;2026-01-02 02:48:00;temperature;21.696;False
S0009;2026-01-02 02:48:00;humidity;62.56;False
S0003;2026-01-02 02:48:00;humidity;66.28;False
S0010;2026-01-02 02:48:00;CO2_level;217;True
S0005;2026-01-02 02:48:15;ventilation;0.651;False
S0001;2026-01-02 02:48:15;temperature;25.754;False
S0004;2026-01-02 02:48:15;CO2_level;873;False
S0007;2026-01-02 02:48:15;temperature;15.183;False
S0011;2026-01-02 02:48:15;ventilation;0.574;False
S0010;2026-01-02 02:48:15;CO2_level;713;False
S0004;2026-01-02 02:48:30;CO2_level;948;False
S0009;2026-01-02 02:48:30;humidity;72.174;True
S0003;2026-01-02 02:48:30;humidity;64.379;False
S0011;2026-01-02 02:48:30;ventilation;0.964;False
S0001;2026-01-02 02:48:30;temperature;18.5;False
S0010;2026-01-02 02:48:30;CO2_level;1122;False
S0007;2026-01-02 02:48:30;temperature;17.079;False
S0005;2026-01-02 02:48:30;ventilation;0.893;False
S0011;2026-01-02 02:48:45;ventilation;0.544;False
S0001;2026-01-02 02:48:45;temperature;21.751;False
S0010;2026-01-02 02:48:45;CO2_level;608;False
S0007;2026-01-02 02:48:45;temperature;20.848;False
S0005;2026-01-02 02:48:45;ventilation;0.589;False
S0004;2026-01-02 02:48:45;CO2_level;1129;False
S0009;2026-01-02 02:49:00;humidity;49.893;True
S0007;2026-01-02 02:49:00;temperature;24.791;False
S0004;2026-01-02 02:49:00;CO2_level;607;False
S0010;2026-01-02 02:49:00;CO2_level;859;False
S0003;2026-01-02 02:49:00;humidity;62.881;False
S0001;2026-01-02 02:49:00;temperature;18.793;False
S0011;2026-01-02 02:49:00;ventilation;0.975;False
S0005;2026-01-02 02:49:00;ventilation;0.802;False
S0001;2026-01-02 02:49:15;temperature;25.28;False
S0004;2026-01-02 02:49:15;CO2_level;777;False
S0005;2026-01-02 02:49:15;ventilation;0.731;False
S0007;2026-01-02 02:49:15;temperature;19.138;False
S0010;2026-01-02 02:49:15;CO2_level;1086;False
S0011;2026-01-02 02:49:15;ventilation;0.74;False
S0004;2026-01-02 02:49:30;CO2_level;760;False
S0005;2026-01-02 02:49:30;ventilation;1.242;True
S0011;2026-01-02 02:49:30;ventilation;0.756;False
S0003;2026-01-02 02:49:30;humidity;67.157;False
S0001;2026-01-02 02:49:30;temperature;16.745;False
S0010;2026-01-02 02:49:30;CO2_level;735;False
S0009;2026-01-02 02:49:30;humidity;60.147;False
S0007;2026-01-02 02:49:30;temperature;21.657;False
S0007;2026-01-02 02:49:45;temperature;19.074;False
S0005;2026-01-02 02:49:45;ventilation;0.662;False
S0011;2026-01-02 02:49:45;ventilation;0.826;False
S0010;2026-01-02 02:49:45;CO2_level;1120;False
S0004;2026-01-02 02:49:45;CO2_level;616;False
S0001;2026-01-02 02:49:45;temperature;23.266;False
S0010;2026-01-02 02:50:00;CO2_level;808;False
S0003;2026-01-02 02:50:00;humidity;63.486;False
S0001;2026-01-02 02:50:00;temperature;17.812;False
S0007;2026-01-02 02:50:00;temperature;22.982;False
S0009;2026-01-02 02:50:00;humidity;64.49;False
S0011;2026-01-02 02:50:00;ventilation;0.635;False
S0004;2026-01-02 02:50:00;CO2_level;903;False
S0005;2026-01-02 02:50:00;ventilation;1.538;True
S0007;2026-01-02 02:50:15;temperature;19.924;False
S0001;2026-01-02 02:50:15;temperature;21.445;False
S0004;2026-01-02 02:50:15;CO2_level;990;False
S0005;2026-01-02 02:50:15;ventilation;0.644;False
S0010;2026-01-02 02:50:15;CO2_level;975;False
S0011;2026-01-02 02:50:15;ventilation;null;True
S0011;2026-01-02 02:50:30;ventilation;0.861;False
S0003;2026-01-02 02:50:30;humidity;66.943;False
S0005;2026-01-02 02:50:30;ventilation;0.712;False
S0007;2026-01-02 02:50:30;temperature;15.983;False
S0009;2026-01-02 02:50:30;humidity;64.036;False
S0004;2026-01-02 02:50:30;CO2_level;969;False
S0001;2026-01-02 02:50:30;temperature;21.414;False
S0010;2026-01-02 02:50:30;CO2_level;1094;False
S0005;2026-01-02 02:50:45;ventilation;0.644;False
S0004;2026-01-02 02:50:45;CO2_level;1014;False
S0007;2026-01-02 02:50:45;temperature;23.735;False
S0010;2026-01-02 02:50:45;CO2_level;937;False
S0011;2026-01-02 02:50:45;ventilation;1.58;True
S0001;2026-01-02 02:50:45;temperature;20.341;False
S0010;2026-01-02 02:51:00;CO2_level;630;False
S0003;2026-01-02 02:51:00;humidity;63.382;False
S0005;2026-01-02 02:51:00;ventilation;0.933;False
S0011;2026-01-02 02:51:00;ventilation;0.983;False
S0001;2026-01-02 02:51:00;temperature;23.203;False
S0009;2026-01-02 02:51:00;humidity;61.32;False
S0004;2026-01-02 02:51:00;CO2_level;951;False
S0007;2026-01-02 02:51:00;temperature;22.383;False
S0004;2026-01-02 02:51:15;CO2_level;null;True
S0011;2026-01-02 02:51:15;ventilation;0.658;False
S0010;2026-01-02 02:51:15;CO2_level;1065;False
S0001;2026-01-02 02:51:15;temperature;24.962;False
S0005;2026-01-02 02:51:15;ventilation;0.712;False
S0007;2026-01-02 02:51:15;temperature;26.743;False
S0007;2026-01-02 02:51:30;temperature;16.39;False
S0004;2026-01-02 02:51:30;CO2_level;1161;False
S0011;2026-01-02 02:51:30;ventilation;0.646;False
S0009;2026-01-02 02:51:30;humidity;65.658;False
S0010;2026-01-02 02:51:30;CO2_level;1127;False
S0003;2026-01-02 02:51:30;humidity;71.918;True
S0001;2026-01-02 02:51:30;temperature;22.918;False
S0005;2026-01-02 02:51:30;ventilation;0.883;False
S0001;2026-01-02 02:51:45;temperature;18.55;False
S0010;2026-01-02 02:51:45;CO2_level;801;False
S0007;2026-01-02 02:51:45;temperature;17.921;False
S0004;2026-01-02 02:51:45;CO2_level;836;False
S0011;2026-01-02 02:51:45;ventilation;0.959;False
S0005;2026-01-02 02:51:45;ventilation;0.587;False
S0001;2026-01-02 02:52:00;temperature;22.47;False
S0007;2026-01-02 02:52:00;temperature;15.739;False
S0003;2026-01-02 02:52:00;humidity;66.671;False
S0005;2026-01-02 02:52:00;ventilation;0.671;False
S0004;2026-01-02 02:52:00;CO2_level;1196;False
S0010;2026-01-02 02:52:00;CO2_level;969;False
S0011;2026-01-02 02:52:00;ventilation;0.609;False
S0009;2026-01-02 02:52:00;humidity;67.676;False
S0001;2026-01-02 02:52:15;temperature;18.683;False
S0004;2026-01-02 02:52:15;CO2_level;919;False
S0011;2026-01-02 02:52:15;ventilation;0.626;False
S0010;2026-01-02 02:52:15;CO2_level;641;False
S0007;2026-01-02 02:52:15;temperature;26.891;False
S0005;2026-01-02 02:52:15;ventilation;0.802;False
S0003;2026-01-02 02:52:30;humidity;63.515;False
S0009;2026-01-02 02:52:30;humidity;60.448;False
S0005;2026-01-02 02:52:30;ventilation;0.706;False
S0001;2026-01-02 02:52:30;temperature;18.584;False
S0004;2026-01-02 02:52:30;CO2_level;862;False
S0010;2026-01-02 02:52:30;CO2_level;1036;False
S0007;2026-01-02 02:52:30;temperature;29.906;True
S0011;2026-01-02 02:52:30;ventilation;0.94;False
S0001;2026-01-02 02:52:45;temperature;22.337;False
S0005;2026-01-02 02:52:45;ventilation;0.553;False
S0010;2026-01-02 02:52:45;CO2_level;732;False
S0004;2026-01-02 02:52:45;CO2_level;1092;False
S0007;2026-01-02 02:52:45;temperature;24.679;False
S0011;2026-01-02 02:52:45;ventilation;0.873;False
S0003;2026-01-02 02:53:00;humidity;60.912;False
S0001;2026-01-02 02:53:00;temperature;19.561;False
S0009;2026-01-02 02:53:00;humidity;66.171;False
S0011;2026-01-02 02:53:00;ventilation;0.888;False
S0010;2026-01-02 02:53:00;CO2_level;724;False
S0007;2026-01-02 02:53:00;temperature;16.841;False
S0005;2026-01-02 02:53:00;ventilation;0.63;False
S0004;2026-01-02 02:53:00;CO2_level;1060;False
S0011;2026-01-02 02:53:15;ventilation;0.768;False
S0007;2026-01-02 02:53:15;temperature;25.348;False
S0010;2026-01-02 02:53:15;CO2_level;617;False
S0005;2026-01-02 02:53:15;ventilation;0.667;False
S0001;2026-01-02 02:53:15;temperature;15.027;False
S0004;2026-01-02 02:53:15;CO2_level;878;False
S0004;2026-01-02 02:53:30;CO2_level;869;False
S0001;2026-01-02 02:53:30;temperature;19.854;False
S0009;2026-01-02 02:53:30;humidity;61.462;False
S0003;2026-01-02 02:53:30;humidity;67.361;False
S0007;2026-01-02 02:53:30;temperature;25.451;False
S0011;2026-01-02 02:53:30;ventilation;0.745;False
S0010;2026-01-02 02:53:30;CO2_level;706;False
S0005;2026-01-02 02:53:30;ventilation;0.725;False
S0001;2026-01-02 02:53:45;temperature;22.887;False
S0004;2026-01-02 02:53:45;CO2_level;624;False
S0011;2026-01-02 02:53:45;ventilation;0.901;False
S0005;2026-01-02 02:53:45;ventilation;0.981;False
S0010;2026-01-02 02:53:45;CO2_level;1042;False
S0007;2026-01-02 02:53:45;temperature;25.224;False
S0005;2026-01-02 02:54:00;ventilation;0.513;False
S0011;2026-01-02 02:54:00;ventilation;0.868;False
S0010;2026-01-02 02:54:00;CO2_level;630;False
S0007;2026-01-02 02:54:00;temperature;24.75;False
S0004;2026-01-02 02:54:00;CO2_level;1155;False
S0009;2026-01-02 02:54:00;humidity;64.528;False
S0003;2026-01-02 02:54:00;humidity;63.352;False
S0001;2026-01-02 02:54:00;temperature;21.09;False
S0011;2026-01-02 02:54:15;ventilation;0.626;False
S0010;2026-01-02 02:54:15;CO2_level;1195;False
S0007;2026-01-02 02:54:15;temperature;2.754;True
S0005;2026-01-02 02:54:15;ventilation;0.739;False
S0001;2026-01-02 02:54:15;temperature;24.847;False
S0004;2026-01-02 02:54:15;CO2_level;994;False
S0001;2026-01-02 02:54:30;temperature;22.391;False
S0005;2026-01-02 02:54:30;ventilation;0.915;False
S0011;2026-01-02 02:54:30;ventilation;0.856;False
S0004;2026-01-02 02:54:30;CO2_level;692;False
S0010;2026-01-02 02:54:30;CO2_level;1163;False
S0007;2026-01-02 02:54:30;temperature;20.758;False
S0003;2026-01-02 02:54:30;humidity;61.435;False
S0009;2026-01-02 02:54:30;humidity;65.7;False
S0005;2026-01-02 02:54:45;ventilation;0.727;False
S0011;2026-01-02 02:54:45;ventilation;0.555;False
S0010;2026-01-02 02:54:45;CO2_level;961;False
S0007;2026-01-02 02:54:45;temperature;21.219;False
S0001;2026-01-02 02:54:45;temperature;16.905;False
S0004;2026-01-02 02:54:45;CO2_level;1008;False
S0011;2026-01-02 02:55:00;ventilation;0.787;False
S0005;2026-01-02 02:55:00;ventilation;1.821;True
S0010;2026-01-02 02:55:00;CO2_level;null;True
S0009;2026-01-02 02:55:00;humidity;64.118;False
S0003;2026-01-02 02:55:00;humidity;66.749;False
S0007;2026-01-02 02:55:00;temperature;16.363;False
S0001;2026-01-02 02:55:00;temperature;28.659;True
S0004;2026-01-02 02:55:00;CO2_level;779;False
S0004;2026-01-02 02:55:15;CO2_level;865;False
S0007;2026-01-02 02:55:15;temperature;null;True
S0010;2026-01-02 02:55:15;CO2_level;825;False
S0001;2026-01-02 02:55:15;temperature;18.006;False
S0011;2026-01-02 02:55:15;ventilation;0.595;False
S0005;2026-01-02 02:55:15;ventilation;0.982;False
S0001;2026-01-02 02:55:30;temperature;16.119;False
S0003;2026-01-02 02:55:30;humidity;38.174;True
S0009;2026-01-02 02:55:30;humidity;62.083;False
S0011;2026-01-02 02:55:30;ventilation;0.693;False
S0010;2026-01-02 02:55:30;CO2_level;550;True
S0007;2026-01-02 02:55:30;temperature;25.356;False
S0004;2026-01-02 02:55:30;CO2_level;621;False
S0005;2026-01-02 02:55:30;ventilation;0.871;False
S0011;2026-01-02 02:55:45;ventilation;0.757;False
S0005;2026-01-02 02:55:45;ventilation;0.918;False
S0010;2026-01-02 02:55:45;CO2_level;826;False
S0004;2026-01-02 02:55:45;CO2_level;693;False
S0001;2026-01-02 02:55:45;temperature;31.05;True
S0007;2026-01-02 02:55:45;temperature;26.782;False
S0005;2026-01-02 02:56:00;ventilation;0.869;False
S0007;2026-01-02 02:56:00;temperature;20.791;False
S0010;2026-01-02 02:56:00;CO2_level;945;False
S0009;2026-01-02 02:56:00;humidity;null;True
S0001;2026-01-02 02:56:00;temperature;17.5;False
S0004;2026-01-02 02:56:00;CO2_level;1162;False
S0003;2026-01-02 02:56:00;humidity;64.286;False
S0011;2026-01-02 02:56:00;ventilation;0.504;False
S0007;2026-01-02 02:56:15;temperature;23.229;False
S0001;2026-01-02 02:56:15;temperature;2.444;True
S0004;2026-01-02 02:56:15;CO2_level;852;False
S0010;2026-01-02 02:56:15;CO2_level;889;False
S0005;2026-01-02 02:56:15;ventilation;0.939;False
S0011;2026-01-02 02:56:15;ventilation;0.906;False
S0001;2026-01-02 02:56:30;temperature;25.869;False
S0009;2026-01-02 02:56:30;humidity;68.89;False
S0007;2026-01-02 02:56:30;temperature;26.533;False
S0003;2026-01-02 02:56:30;humidity;68.281;False
S0005;2026-01-02 02:56:30;ventilation;0.637;False
S0011;2026-01-02 02:56:30;ventilation;0.939;False
S0004;2026-01-02 02:56:30;CO2_level;957;False
S0010;2026-01-02 02:56:30;CO2_level;606;False
S0011;2026-01-02 02:56:45;ventilation;0.96;False
S0004;2026-01-02 02:56:45;CO2_level;609;False
S0007;2026-01-02 02:56:45;temperature;18.513;False
S0010;2026-01-02 02:56:45;CO2_level;996;False
S0001;2026-01-02 02:56:45;temperature;18.543;False
S0005;2026-01-02 02:56:45;ventilation;0.668;False
S0003;2026-01-02 02:57:00;humidity;68.585;False
S0009;2026-01-02 02:57:00;humidity;75.207;True
S0010;2026-01-02 02:57:00;CO2_level;1180;False
S0007;2026-01-02 02:57:00;temperature;25.636;False
S0004;2026-01-02 02:57:00;CO2_level;919;False
S0001;2026-01-02 02:57:00;temperature;24.06;False
S0005;2026-01-02 02:57:00;ventilation;0.653;False
S0011;2026-01-02 02:57:00;ventilation;0.904;False
